prospect_no,loan_disb_date,asset_cost,disb_date,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,itv,itvg,target
268644,2020-04-13,346919,2022-01-08,172821,9.21,19,0,2.48,1,0,3,3,Salary,Divorced,Female,Primary,Semi-Urban,Rented,Apartment,0,56.09,225,22,6.15,3.32,0
107062,2022-02-13,722324,2022-02-18,186535,10.19,53,1,47.27,1,2,2,20,Others,Widowed,Female,Co-Applicant,Rural,Parents,Shared,1,20.29,238,10,8.34,4.45,0
787630,2021-01-28,913851,2021-08-04,96317,7.99,42,0,49.28,1,5,2,21,Business,Married,Female,Co-Applicant,Urban,Parents,Shared,1,54.46,224,6,8.64,1.4,0
348712,2023-10-03,701684,2022-11-11,65142,5.15,46,0,40.49,0,1,3,6,Salary,Divorced,Other,Co-Applicant,Rural,Rented,Apartment,0,33.03,81,3,7.42,2.56,1
566180,2021-08-12,463695,2022-09-22,24915,14.85,22,0,26.7,0,4,3,9,Business,Married,Male,Primary,Rural,Company Provided,Apartment,0,57.9,107,6,2.3,0.17,0
971628,2021-02-02,222888,2024-05-27,84796,10.53,42,1,12.15,1,4,2,12,Business,Widowed,Female,Primary,Rural,Owned,House,0,21.95,136,22,9.72,0.41,0
179157,2024-04-06,767724,2022-04-24,97258,12.53,52,1,26.0,1,3,1,29,Others,Widowed,Male,Primary,Semi-Urban,Parents,House,1,37.83,110,21,7.34,1.59,0
151788,2021-02-20,977770,2021-09-18,86423,13.05,56,1,27.89,0,5,1,10,Salary,Widowed,Other,Co-Applicant,Semi-Urban,Rented,House,1,55.88,57,21,0.61,1.57,0
771032,2023-04-07,267431,2021-02-15,172012,10.89,23,0,9.99,0,1,3,4,Salary,Single,Male,Co-Applicant,Semi-Urban,Owned,House,0,56.19,132,13,3.79,3.17,0
135714,2021-08-20,148742,2020-02-24,10727,13.13,66,1,33.95,0,1,3,11,Salary,Married,Other,Co-Applicant,Semi-Urban,Rented,House,1,50.11,77,4,7.48,3.61,0
569850,2020-06-11,734817,2024-08-15,103418,11.9,36,0,45.65,0,1,2,3,Others,Married,Other,Co-Applicant,Rural,Rented,Others,0,33.5,21,4,2.55,0.51,0
317252,2021-10-19,752497,2020-07-11,117485,7.39,62,1,13.21,1,4,1,29,Business,Single,Other,Primary,Semi-Urban,Parents,Others,0,43.49,219,20,9.89,3.0,0
463241,2020-07-17,491234,2022-07-07,192418,8.39,47,0,49.76,1,3,2,8,Salary,Widowed,Female,Primary,Urban,Rented,Shared,0,37.41,39,23,3.11,1.58,1
323518,2023-10-22,824869,2022-12-03,103208,8.84,25,1,9.56,0,0,3,13,Others,Widowed,Male,Primary,Rural,Rented,Shared,0,33.95,43,10,9.71,2.38,1
972273,2023-11-19,250009,2021-03-26,141031,12.44,22,1,43.58,0,1,3,29,Others,Single,Female,Co-Applicant,Rural,Parents,Apartment,0,55.73,190,8,9.88,2.18,0
686240,2024-04-01,524265,2022-05-01,117813,6.51,61,1,25.66,1,2,2,6,Others,Widowed,Other,Co-Applicant,Urban,Parents,Shared,1,34.11,91,9,6.27,2.49,0
549144,2020-06-14,574312,2022-03-22,167635,7.52,51,1,4.43,1,5,3,26,Business,Single,Female,Co-Applicant,Semi-Urban,Company Provided,Shared,1,45.05,79,1,4.43,1.53,0
536805,2023-01-28,982637,2023-12-26,47351,13.92,40,0,29.27,1,5,1,1,Others,Single,Female,Co-Applicant,Semi-Urban,Owned,Apartment,0,34.15,158,16,4.06,3.99,0
564504,2021-09-13,685489,2020-11-06,185629,7.27,62,1,10.45,0,0,4,10,Business,Married,Female,Co-Applicant,Rural,Rented,Shared,1,21.96,58,17,5.56,0.36,0
909025,2024-05-26,819905,2021-11-29,193384,12.46,58,1,7.01,0,2,3,1,Business,Married,Other,Co-Applicant,Urban,Rented,Others,1,56.21,160,14,9.78,2.88,0
681707,2021-05-29,524133,2022-12-07,6510,8.74,19,0,19.78,1,0,2,6,Salary,Widowed,Female,Co-Applicant,Semi-Urban,Parents,Shared,1,45.94,153,2,8.88,1.63,0
564466,2022-05-04,132224,2023-07-17,27219,10.02,37,1,35.07,0,3,4,26,Salary,Single,Male,Co-Applicant,Rural,Parents,Shared,1,34.25,135,18,1.0,1.76,0
490476,2023-02-01,593081,2023-03-28,83123,8.46,28,0,17.7,1,1,3,15,Others,Divorced,Other,Co-Applicant,Rural,Rented,Shared,0,36.84,174,24,5.27,4.35,1
344866,2024-12-10,210867,2024-07-14,125777,7.76,66,1,15.12,1,3,4,27,Others,Widowed,Other,Primary,Semi-Urban,Company Provided,Apartment,0,34.96,78,11,7.92,2.36,0
671526,2020-12-28,109847,2021-12-17,128179,13.48,51,1,27.88,1,2,3,22,Business,Widowed,Other,Co-Applicant,Rural,Rented,Others,1,23.32,232,20,9.34,1.55,0
812067,2024-04-11,741905,2023-04-02,192852,9.66,42,1,24.46,0,4,2,26,Business,Single,Female,Primary,Semi-Urban,Owned,Apartment,0,33.89,240,11,8.56,1.22,1
656563,2021-06-13,547135,2022-10-01,101796,9.98,24,1,31.46,0,3,3,17,Business,Married,Female,Primary,Rural,Owned,Apartment,1,59.06,106,5,0.85,1.66,0
301889,2021-06-13,311545,2021-04-20,29304,7.48,51,1,21.86,1,1,3,5,Business,Single,Male,Co-Applicant,Semi-Urban,Company Provided,Others,1,26.82,233,7,2.08,2.72,1
736633,2022-04-24,430226,2020-08-16,123854,11.32,46,0,44.01,1,1,2,24,Salary,Single,Other,Co-Applicant,Urban,Rented,Shared,1,55.76,212,4,8.6,2.27,0
620830,2020-03-16,619311,2024-03-01,56642,13.44,45,1,38.89,0,0,1,13,Salary,Widowed,Other,Primary,Urban,Rented,Others,0,58.28,69,7,4.84,2.88,0
334121,2023-05-03,903861,2020-12-31,41646,6.64,26,1,44.89,0,1,2,2,Others,Divorced,Male,Primary,Semi-Urban,Company Provided,House,0,29.88,50,24,6.83,2.29,1
727930,2021-11-25,838178,2021-01-31,147386,10.36,50,1,15.83,0,5,2,16,Others,Single,Other,Primary,Rural,Owned,Others,1,30.98,239,19,6.01,4.19,0
633657,2020-05-06,620631,2020-07-20,119451,14.33,29,1,43.92,0,2,4,18,Others,Widowed,Male,Co-Applicant,Urban,Rented,Shared,0,49.33,182,16,3.85,1.39,0
673791,2022-09-02,952617,2020-08-13,178278,10.54,29,0,20.59,0,5,1,26,Salary,Divorced,Female,Co-Applicant,Urban,Parents,House,1,50.54,150,19,3.33,1.06,0
413521,2022-03-31,225140,2024-02-26,96642,8.02,19,0,12.04,1,5,2,11,Salary,Divorced,Male,Co-Applicant,Urban,Parents,House,0,58.35,58,18,6.5,3.28,0
816448,2023-03-31,139645,2021-01-08,32104,9.51,39,0,29.72,0,2,2,14,Business,Married,Other,Co-Applicant,Semi-Urban,Rented,House,0,25.05,131,8,6.38,4.24,1
505755,2024-05-03,816342,2022-11-02,72363,10.23,50,0,20.18,1,0,1,3,Salary,Married,Male,Co-Applicant,Urban,Owned,Shared,0,47.22,160,19,9.19,0.58,0
696494,2021-12-26,529055,2023-05-31,145207,7.02,32,0,40.15,1,5,2,14,Salary,Single,Female,Co-Applicant,Semi-Urban,Owned,Others,0,21.78,14,23,4.73,4.13,1
622735,2020-12-04,717143,2021-04-11,153376,5.76,33,0,38.66,0,4,4,25,Salary,Divorced,Female,Co-Applicant,Semi-Urban,Parents,Others,1,50.82,149,16,6.3,1.07,0
914033,2020-09-25,720537,2024-06-29,174672,14.39,54,1,8.14,1,3,4,19,Salary,Divorced,Female,Co-Applicant,Semi-Urban,Owned,Shared,1,35.61,39,25,8.85,0.18,0
769813,2020-10-07,431280,2024-07-18,32676,6.83,20,0,28.53,1,3,3,14,Others,Widowed,Female,Co-Applicant,Rural,Parents,Others,0,33.48,44,1,9.52,0.93,0
290137,2020-11-01,663329,2022-03-30,180149,5.16,24,0,38.23,0,3,3,13,Salary,Married,Female,Co-Applicant,Semi-Urban,Company Provided,House,1,59.38,217,23,7.79,0.39,0
986362,2023-11-04,72725,2021-05-18,94007,5.54,52,1,20.96,0,0,4,18,Business,Divorced,Other,Primary,Semi-Urban,Owned,Shared,1,40.29,13,13,9.09,4.47,0
432751,2024-06-04,720029,2022-04-24,32464,7.77,68,1,10.08,1,1,4,3,Others,Widowed,Other,Co-Applicant,Urban,Company Provided,Apartment,1,22.77,191,6,1.79,4.35,0
857043,2020-08-21,161150,2021-06-26,22045,8.25,44,1,41.35,1,5,1,16,Business,Widowed,Other,Co-Applicant,Rural,Owned,House,0,41.08,41,23,9.44,4.09,0
410025,2021-01-25,805923,2020-11-06,143915,13.1,35,0,49.32,0,3,3,22,Business,Single,Female,Primary,Rural,Rented,Apartment,1,45.75,186,21,0.55,3.51,0
507801,2020-05-02,951512,2023-11-26,42661,12.81,42,0,4.39,1,3,4,8,Salary,Divorced,Female,Co-Applicant,Urban,Parents,House,1,25.17,51,16,7.02,0.95,0
138176,2024-01-13,843545,2020-11-18,29958,8.87,70,1,31.78,0,0,4,4,Salary,Married,Other,Primary,Urban,Rented,Shared,1,25.63,124,18,8.24,3.91,0
701983,2024-12-24,755950,2022-01-29,164523,5.33,43,0,32.28,1,4,2,29,Business,Divorced,Female,Primary,Rural,Parents,House,1,49.25,27,10,7.16,1.88,0
496735,2021-02-08,446350,2023-04-09,123337,11.1,18,0,22.31,0,1,4,6,Others,Widowed,Other,Primary,Semi-Urban,Company Provided,Apartment,0,30.77,216,16,3.92,0.11,0
115868,2021-03-24,306891,2020-09-24,185902,14.0,32,0,8.88,0,3,1,8,Business,Single,Female,Primary,Urban,Rented,Shared,1,36.88,148,8,3.32,1.4,0
740989,2024-05-24,938550,2020-10-07,86076,8.66,24,0,22.44,0,3,4,23,Others,Widowed,Female,Co-Applicant,Urban,Company Provided,Others,1,44.53,70,11,4.15,3.16,0
707775,2020-07-18,449870,2022-06-13,190530,11.15,59,0,30.22,1,2,1,23,Others,Single,Female,Co-Applicant,Rural,Owned,House,1,20.54,95,4,6.02,0.12,0
577215,2020-04-17,998314,2024-09-22,43613,10.82,47,0,17.72,1,3,2,9,Others,Married,Other,Co-Applicant,Semi-Urban,Owned,Shared,1,41.18,20,13,9.88,3.72,0
990243,2020-08-17,368634,2022-03-27,56605,14.79,47,1,46.7,1,2,2,27,Business,Married,Other,Primary,Semi-Urban,Company Provided,Others,0,52.05,158,18,3.67,4.55,0
868133,2023-11-26,391577,2021-06-02,171258,14.69,41,0,2.96,1,3,4,8,Others,Single,Male,Primary,Semi-Urban,Rented,Shared,0,57.46,127,21,5.17,2.34,0
932015,2020-03-23,595164,2021-04-07,116282,13.71,35,0,7.09,0,5,1,13,Salary,Single,Other,Co-Applicant,Urban,Rented,Apartment,0,34.89,236,2,7.72,0.63,0
698827,2023-08-05,372884,2022-06-30,137245,10.78,37,1,32.55,0,3,1,18,Business,Married,Male,Co-Applicant,Rural,Company Provided,Apartment,0,25.39,15,23,0.88,2.13,0
199105,2021-10-29,718975,2022-04-13,33617,9.05,36,1,36.28,1,4,3,29,Business,Divorced,Male,Co-Applicant,Rural,Parents,Apartment,1,55.58,46,19,1.53,1.66,0
307335,2023-12-10,317894,2020-12-06,199019,12.32,56,1,5.25,1,2,4,4,Salary,Single,Male,Primary,Semi-Urban,Rented,Apartment,1,56.37,52,11,9.74,4.99,0
729545,2020-09-26,258406,2020-04-03,156182,6.58,61,0,5.16,1,1,1,20,Salary,Widowed,Female,Primary,Urban,Owned,House,1,25.19,218,14,1.74,4.49,0
291372,2022-12-18,94236,2024-01-03,97749,5.82,64,0,41.86,1,3,3,9,Salary,Single,Male,Co-Applicant,Urban,Parents,Apartment,0,47.48,113,23,7.75,3.43,0
464301,2024-03-26,622084,2021-03-14,115622,7.29,52,0,0.86,0,3,4,27,Salary,Single,Other,Primary,Rural,Company Provided,Others,1,49.05,162,19,4.38,0.22,0
671440,2020-11-15,434793,2023-12-23,187511,11.26,67,1,4.84,1,0,4,18,Others,Married,Female,Primary,Rural,Owned,Apartment,1,58.81,43,19,7.67,3.73,0
115347,2022-10-06,430585,2021-02-27,177852,7.13,41,0,1.48,0,4,2,1,Business,Widowed,Other,Primary,Urban,Rented,House,1,32.33,96,20,6.24,1.78,1
183176,2020-01-14,534140,2023-08-20,47161,9.99,61,0,27.72,0,3,3,7,Salary,Widowed,Female,Co-Applicant,Semi-Urban,Parents,Others,0,55.52,137,21,6.0,1.85,0
843419,2022-10-08,891761,2024-03-16,128940,7.47,32,1,43.7,0,5,2,16,Salary,Divorced,Other,Primary,Urban,Parents,Others,0,22.03,29,19,8.64,4.97,1
987365,2023-02-24,964884,2024-12-29,81168,7.45,43,1,29.42,1,4,2,29,Salary,Widowed,Male,Co-Applicant,Rural,Company Provided,Apartment,0,36.17,206,19,2.87,4.36,1
307844,2024-06-13,333287,2023-03-20,45763,6.96,66,0,38.15,1,0,1,13,Others,Single,Female,Co-Applicant,Rural,Company Provided,Shared,0,41.21,26,4,4.28,1.93,0
678212,2023-05-17,734970,2024-04-12,194412,14.39,35,0,6.28,0,3,2,28,Business,Married,Male,Primary,Semi-Urban,Parents,Others,0,44.59,148,8,7.22,3.69,0
211158,2023-08-06,904733,2024-07-03,79699,8.94,34,1,31.82,0,3,4,20,Others,Divorced,Other,Primary,Rural,Owned,Others,0,44.59,65,10,3.0,4.82,0
329476,2022-05-15,430907,2023-03-05,55548,7.66,62,1,7.76,1,0,4,16,Business,Divorced,Other,Co-Applicant,Urban,Rented,Others,0,56.05,64,3,3.48,2.78,0
923576,2024-02-29,233463,2024-07-26,191166,13.93,44,0,25.19,0,2,4,13,Business,Widowed,Male,Co-Applicant,Semi-Urban,Parents,Shared,0,48.05,73,16,5.61,2.1,0
440474,2022-06-13,94488,2024-02-06,86789,5.52,49,1,49.19,0,0,3,30,Salary,Married,Male,Primary,Semi-Urban,Owned,Shared,0,58.34,130,4,7.81,2.01,0
508034,2022-11-17,214936,2024-05-04,31201,8.28,70,0,23.78,1,2,3,28,Salary,Widowed,Female,Primary,Rural,Parents,Apartment,0,46.13,13,5,7.07,3.33,0
516343,2021-11-19,738484,2021-10-10,152726,11.44,66,1,28.63,0,5,4,16,Others,Widowed,Other,Primary,Urban,Company Provided,Shared,1,44.25,198,3,8.78,2.05,0
536169,2020-03-20,277485,2024-05-18,111083,12.55,65,0,13.63,1,5,1,17,Business,Divorced,Male,Co-Applicant,Rural,Owned,Apartment,0,59.44,119,6,1.22,1.54,0
523926,2023-09-02,640444,2024-03-18,100496,5.08,34,1,18.81,1,0,3,22,Business,Widowed,Female,Primary,Rural,Owned,House,1,23.37,192,24,6.44,3.54,1
272846,2020-10-30,214131,2022-12-07,7932,8.94,49,1,34.47,1,3,1,6,Salary,Single,Female,Co-Applicant,Semi-Urban,Rented,Apartment,0,47.42,121,9,0.81,4.62,0
966805,2020-12-20,326556,2020-08-27,134715,7.38,20,0,24.56,0,4,2,5,Business,Married,Male,Co-Applicant,Rural,Parents,Apartment,0,33.18,29,22,2.22,0.37,0
225050,2020-01-18,463770,2022-01-23,170774,14.93,64,1,32.16,0,1,4,9,Business,Widowed,Female,Primary,Rural,Rented,House,0,55.05,169,17,4.93,2.46,0
737880,2021-11-29,170065,2021-07-19,173736,14.35,30,1,5.97,1,0,2,11,Salary,Single,Male,Co-Applicant,Semi-Urban,Company Provided,Shared,1,59.76,148,12,8.04,4.82,0
102170,2021-06-09,623696,2023-03-28,48035,10.73,25,0,37.37,1,1,4,16,Business,Single,Male,Co-Applicant,Semi-Urban,Company Provided,Apartment,0,52.42,194,1,6.84,1.02,0
308085,2021-02-10,856244,2021-08-03,30458,13.29,40,0,42.49,0,2,1,1,Business,Divorced,Male,Co-Applicant,Urban,Company Provided,Apartment,1,37.32,198,21,2.8,3.99,0
259567,2020-10-19,308013,2022-12-20,29845,14.53,48,0,3.64,0,1,1,6,Business,Widowed,Female,Primary,Rural,Rented,Apartment,1,45.0,212,13,1.53,3.21,0
989142,2020-07-20,309651,2022-06-26,21125,13.17,62,0,6.41,0,0,2,17,Business,Married,Male,Primary,Semi-Urban,Owned,Others,1,47.94,162,25,1.48,4.6,0
329810,2021-02-16,327967,2023-12-21,12480,10.42,57,1,38.36,0,1,1,27,Salary,Married,Other,Co-Applicant,Urban,Parents,House,0,27.67,46,6,5.43,2.25,0
936885,2024-01-09,920071,2024-01-30,81414,7.92,38,1,45.16,1,5,2,16,Salary,Married,Female,Co-Applicant,Urban,Parents,House,0,42.35,78,25,8.23,1.99,0
642409,2022-02-13,219935,2022-05-25,195337,13.4,69,0,3.86,0,1,4,23,Business,Married,Other,Primary,Urban,Company Provided,Apartment,1,35.37,51,18,6.81,0.25,0
557684,2022-03-29,546822,2021-09-22,184167,8.54,54,1,17.16,1,0,2,17,Salary,Divorced,Other,Co-Applicant,Semi-Urban,Owned,Shared,1,52.2,20,18,7.46,2.02,0
736744,2022-05-15,636462,2020-12-07,97602,12.91,66,0,46.03,0,1,1,9,Business,Divorced,Male,Primary,Urban,Parents,Apartment,1,22.95,161,17,5.5,3.46,0
483823,2023-12-10,462001,2022-08-21,81920,13.5,44,1,24.98,0,0,4,28,Business,Divorced,Male,Primary,Rural,Rented,House,1,28.58,14,16,7.67,3.18,0
397377,2024-12-20,113720,2022-10-19,199943,5.67,64,0,25.14,0,0,2,6,Business,Single,Female,Co-Applicant,Semi-Urban,Parents,Apartment,1,22.04,16,17,6.75,2.43,0
443023,2020-08-28,936130,2020-12-08,70806,10.52,27,0,14.57,1,0,1,16,Others,Single,Male,Primary,Urban,Owned,Apartment,0,44.3,159,7,7.6,1.06,0
397337,2020-04-15,859090,2022-10-28,16957,6.13,37,0,13.08,0,4,3,11,Business,Widowed,Other,Primary,Semi-Urban,Company Provided,Apartment,0,50.04,61,14,0.88,3.68,0
881079,2024-03-13,407468,2020-02-29,130529,13.8,57,1,4.42,1,5,1,18,Others,Single,Female,Co-Applicant,Semi-Urban,Company Provided,Shared,1,53.47,88,8,8.14,2.13,0
227003,2020-03-17,390503,2020-12-03,13019,7.53,31,1,49.99,1,4,4,21,Salary,Married,Male,Primary,Semi-Urban,Company Provided,Apartment,0,50.39,155,23,4.37,2.47,0
722859,2021-03-25,468172,2021-02-24,59025,12.04,20,1,8.07,0,2,4,9,Business,Single,Male,Primary,Semi-Urban,Parents,Others,1,30.33,70,20,8.51,0.44,0
699543,2022-03-10,934217,2020-03-06,150987,5.68,69,0,15.14,0,5,3,7,Business,Divorced,Male,Primary,Rural,Owned,Apartment,0,22.66,43,3,10.0,1.37,0
625153,2021-02-03,494081,2023-06-14,118596,11.48,24,1,15.65,0,1,1,25,Business,Single,Male,Co-Applicant,Semi-Urban,Company Provided,Shared,0,23.88,226,12,2.59,1.36,0
252669,2022-04-05,218552,2021-06-03,100348,9.94,35,1,12.66,0,3,2,24,Business,Widowed,Male,Primary,Rural,Parents,Others,1,42.11,161,16,5.86,1.91,0
586775,2021-10-19,528240,2020-06-02,111729,14.06,39,1,28.2,0,2,2,21,Others,Widowed,Female,Primary,Rural,Company Provided,Shared,0,38.76,20,10,6.75,2.51,0
526621,2024-10-14,994666,2024-11-30,96498,7.67,68,1,47.46,1,0,3,5,Business,Married,Female,Primary,Semi-Urban,Rented,Apartment,1,22.06,48,22,3.61,2.31,0
637859,2022-05-27,581215,2023-05-09,188581,6.9,50,1,25.13,0,1,2,21,Business,Widowed,Male,Primary,Rural,Owned,Shared,0,36.71,173,11,5.43,1.54,1
144697,2023-12-01,786587,2021-06-01,67718,6.64,29,1,1.53,1,4,1,21,Business,Married,Male,Co-Applicant,Urban,Owned,Apartment,0,59.59,109,11,2.16,0.55,0
627677,2022-10-25,309459,2025-01-01,136376,5.98,25,0,14.27,1,3,1,4,Business,Widowed,Other,Primary,Urban,Owned,House,0,38.94,59,8,9.95,4.5,1
890634,2021-01-10,840856,2023-01-10,152100,9.12,44,1,12.18,1,0,3,30,Business,Divorced,Other,Primary,Rural,Rented,Others,1,35.57,76,24,7.82,2.97,1
554966,2020-02-27,824260,2020-08-17,135014,13.61,54,1,35.32,1,0,3,3,Others,Married,Male,Co-Applicant,Urban,Parents,Apartment,1,33.52,214,23,6.28,3.34,0
430120,2021-11-19,957168,2021-07-16,16085,11.21,64,0,24.82,1,5,4,5,Salary,Single,Other,Primary,Urban,Owned,Others,0,55.93,33,2,5.23,3.23,0
606559,2022-08-10,973844,2025-01-02,141882,11.35,18,0,44.79,0,3,1,15,Others,Widowed,Male,Primary,Semi-Urban,Parents,Apartment,1,43.59,122,23,1.19,2.37,0
534392,2024-01-24,248207,2020-09-08,65848,14.55,56,1,9.9,1,1,4,2,Others,Divorced,Other,Primary,Urban,Rented,Shared,0,25.67,59,14,3.49,0.9,0
421987,2021-05-05,937418,2024-09-07,34533,10.83,38,1,17.46,1,1,2,28,Others,Widowed,Male,Primary,Rural,Parents,Shared,0,20.48,93,19,8.77,2.53,0
208388,2021-08-21,313244,2024-11-12,38348,5.81,30,1,40.36,1,2,2,11,Others,Widowed,Female,Primary,Urban,Company Provided,House,0,38.14,226,6,1.73,2.43,1
678143,2024-06-15,59986,2024-09-12,32611,7.56,49,0,48.3,1,5,1,3,Salary,Divorced,Female,Co-Applicant,Rural,Rented,Apartment,0,53.49,235,15,9.22,0.61,0
854609,2020-03-16,627799,2021-04-29,194331,6.41,36,0,13.3,1,4,3,28,Others,Widowed,Male,Co-Applicant,Rural,Rented,Apartment,1,30.91,214,12,2.69,2.94,1
459123,2020-09-08,125428,2021-02-06,21967,8.86,31,0,20.0,1,0,2,27,Salary,Single,Male,Primary,Semi-Urban,Company Provided,Apartment,0,37.63,96,14,8.26,0.96,1
647928,2023-11-21,217498,2023-01-14,139252,8.61,49,1,30.35,1,1,3,5,Business,Single,Other,Co-Applicant,Semi-Urban,Rented,Others,0,28.66,32,4,8.45,4.56,1
599527,2023-02-13,477583,2023-02-21,104187,13.47,38,1,20.24,1,5,4,12,Others,Married,Other,Primary,Rural,Parents,Shared,1,24.75,105,11,7.78,0.15,0
704297,2020-11-13,745508,2020-07-13,182110,7.92,44,1,34.74,1,1,1,6,Business,Single,Other,Co-Applicant,Urban,Rented,Others,0,47.36,172,21,6.35,4.86,0
250874,2020-08-13,405748,2021-09-12,136711,6.0,18,0,10.56,1,0,4,7,Others,Widowed,Male,Co-Applicant,Semi-Urban,Owned,Shared,0,57.39,123,25,3.71,0.51,0
908487,2020-05-18,79415,2022-02-22,182070,7.29,64,0,24.41,0,4,4,21,Business,Single,Male,Co-Applicant,Urban,Rented,Others,1,30.54,195,5,0.67,1.95,0
310209,2020-11-29,299147,2023-10-20,158561,5.96,68,0,4.7,0,1,1,2,Salary,Single,Other,Primary,Rural,Owned,Shared,1,26.75,136,10,9.51,4.86,0
202587,2020-05-18,752190,2020-11-23,38541,13.33,55,1,21.42,0,3,2,26,Others,Widowed,Female,Primary,Urban,Company Provided,House,1,35.02,87,6,6.51,1.37,0
993731,2023-04-20,176835,2020-05-19,197736,10.57,18,1,18.09,1,2,1,27,Salary,Married,Other,Co-Applicant,Urban,Rented,House,1,51.86,221,8,1.1,2.58,0
920435,2021-04-30,682323,2023-05-30,26763,8.52,40,0,11.82,0,0,2,5,Business,Single,Male,Co-Applicant,Semi-Urban,Owned,House,0,28.16,60,5,3.49,0.12,1
644566,2022-11-11,673077,2024-02-10,119886,11.58,24,1,21.24,1,3,2,20,Business,Single,Other,Co-Applicant,Urban,Owned,Apartment,0,26.21,175,5,2.51,2.49,0
640329,2023-08-13,132035,2020-12-19,40684,13.3,48,1,42.98,1,0,1,12,Others,Single,Other,Primary,Rural,Company Provided,House,0,32.89,35,3,0.74,4.83,0
532519,2024-11-27,988047,2022-01-06,179877,6.35,18,0,44.36,1,1,1,29,Others,Single,Other,Co-Applicant,Urban,Company Provided,House,0,54.29,27,19,3.75,2.88,0
456539,2024-05-13,845547,2023-10-02,116065,6.94,28,0,0.72,0,4,4,2,Business,Married,Male,Co-Applicant,Rural,Rented,Shared,1,37.72,195,5,6.35,1.83,1
304432,2020-10-13,525962,2022-12-27,12146,5.19,66,1,42.33,0,1,2,23,Business,Widowed,Male,Co-Applicant,Semi-Urban,Company Provided,House,1,30.33,235,10,2.24,2.21,0
696663,2024-10-19,629635,2020-05-21,30507,14.37,53,0,16.89,0,3,1,1,Others,Married,Female,Primary,Urban,Rented,Apartment,0,56.67,31,21,6.36,3.22,0
980370,2022-02-21,524668,2023-08-13,87583,6.59,49,0,42.27,1,2,1,16,Salary,Single,Male,Primary,Rural,Owned,House,1,44.86,225,8,2.19,1.75,0
403670,2020-06-02,864244,2021-11-25,31433,5.35,24,1,26.87,1,5,2,12,Business,Widowed,Other,Primary,Rural,Rented,Shared,0,21.96,26,11,4.49,2.71,0
495362,2024-03-02,110647,2022-05-09,112098,11.94,53,1,33.09,1,1,3,4,Salary,Divorced,Male,Primary,Rural,Company Provided,Apartment,0,36.88,55,12,4.84,1.83,0
376591,2022-08-03,104694,2020-05-16,112798,8.72,30,1,25.35,1,4,2,7,Salary,Divorced,Male,Primary,Rural,Owned,Apartment,0,27.7,197,12,2.25,2.64,1
946850,2021-05-27,685383,2020-06-02,185826,13.25,69,1,26.94,1,1,2,27,Others,Widowed,Other,Co-Applicant,Semi-Urban,Owned,Others,0,24.09,44,15,4.63,3.78,0
601210,2022-04-12,785115,2022-03-31,132749,13.64,37,1,28.8,1,5,1,21,Salary,Married,Other,Primary,Urban,Parents,Others,0,40.97,226,3,7.65,0.4,0
787107,2024-11-27,51710,2022-02-07,189569,5.84,38,0,25.88,0,3,2,15,Business,Widowed,Male,Co-Applicant,Urban,Parents,Shared,1,46.22,219,16,4.48,2.91,0
851539,2024-11-24,534040,2021-01-24,124867,12.93,26,0,18.23,0,3,4,17,Others,Single,Male,Primary,Rural,Parents,Others,1,55.63,184,5,5.82,0.21,0
145919,2024-03-29,835888,2024-08-06,10180,11.23,48,1,42.37,0,1,2,23,Business,Widowed,Male,Primary,Rural,Rented,Shared,1,58.33,29,23,3.2,0.36,0
320087,2021-12-23,177074,2023-12-30,10045,7.53,44,1,15.01,0,5,2,4,Salary,Single,Other,Co-Applicant,Rural,Company Provided,House,1,50.7,92,17,5.77,2.85,0
653580,2021-09-17,831921,2020-08-02,81947,13.16,45,1,38.67,0,0,4,19,Salary,Widowed,Male,Co-Applicant,Urban,Owned,House,1,31.36,63,8,2.32,1.84,0
783371,2021-10-02,403591,2024-10-16,96413,11.65,46,0,43.81,1,4,1,10,Business,Single,Female,Co-Applicant,Semi-Urban,Company Provided,Apartment,0,52.93,147,8,9.24,0.25,0
249069,2020-02-20,269377,2020-12-22,111898,11.16,59,1,19.58,0,4,4,23,Salary,Married,Female,Co-Applicant,Semi-Urban,Owned,Others,0,39.29,69,13,0.56,3.28,0
666612,2022-01-23,436810,2024-09-14,121171,13.62,61,0,23.06,0,4,2,23,Business,Single,Male,Co-Applicant,Rural,Parents,Others,1,49.76,158,9,8.79,2.15,0
689921,2022-04-20,78963,2023-04-28,14655,8.23,29,1,43.34,0,4,2,7,Business,Married,Other,Co-Applicant,Semi-Urban,Rented,Shared,1,24.57,24,10,3.37,3.67,1
395554,2023-04-22,430889,2024-02-10,87268,13.16,68,0,39.87,0,4,2,1,Business,Single,Other,Co-Applicant,Urban,Rented,House,1,46.99,136,18,3.17,1.65,0
265870,2021-12-28,860458,2023-04-18,68843,14.06,55,1,13.97,1,3,3,1,Business,Single,Other,Co-Applicant,Semi-Urban,Parents,House,1,35.85,221,22,5.56,2.92,0
864681,2022-10-18,355682,2021-09-02,95056,14.29,48,1,15.54,0,2,4,16,Business,Divorced,Other,Primary,Semi-Urban,Parents,House,0,25.35,57,10,9.04,3.63,0
